accession,experiment.accession,experiment.title,experiment.platform,experiment.instrument,study.accession,study.title,study.abstract,sample.accession,sample.title,sample.organism,sample.attributes.source_name,sample.attributes.cell line,sample.attributes.ENA-FIRST-PUBLIC,sample.attributes.ENA-LAST-UPDATE,title,files,sample.attributes.cell type,sample.attributes.genotype,sample.attributes.age,sample.attributes.Sex,sample.attributes.tissue,sample.attributes.ENA-SPOT-COUNT,sample.attributes.ENA-BASE-COUNT,sample.attributes.protocol,sample.attributes.location,sample.attributes.strain
SRR12507504,SRX8998538,Illumina HiSeq 2500 paired end sequencing; GSM4743488: 1_iPS; Homo sapiens; RNA-Seq,ILLUMINA,Illumina HiSeq 2500,SRP278617,Grafting induced pluripotent stem cells-derived tenocytes contribute to recovery of motor function after Achilles tendon rupture in rat [single cell RNAseq],"Self-renewal of tendons is rare since the vascular formation inside is extremely poor, thus reconstructive surgery using autologous tendons has been often taken place in the case of severe injury. However, the rate of re-injury after surgery is relatively high, and collection of autologous tendons leads muscle weakness which results in prolonged rehabilitation. Here, we introduce the induced pluripotent stem cells (iPSCs)-based technology aiming at developing a new therapeutic option after tendon injury. We derived tenocytes from human iPSCs by recapitulating the normal progression of step-wise narrowing fate decisions in the vertebrate embryo. We used single-cell RNA sequencing to analyze the developmental trajectory of iPSCs-derived tenocytes. Overall design: Single cell rnaseq analysis of the developmental trajectory of iPSC-derived tenocytes",SRS7251319,1_iPS,Homo sapiens,induced pluripotent stem cell,"Human iPS cell line, 1231A3",2021-07-21,2021-07-21,Illumina HiSeq 2500 paired end sequencing; GSM4743488: 1_iPS; Homo sapiens; RNA-Seq,"[{'url': 'ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR125/004/SRR12507504/SRR12507504.fastq.gz', 'md5': 'e1d61b64bf8d605e943364d49faccb0f', 'size': '20300987846'}]",,,,,,,,,,
SRR17818945,SRX13980715,NextSeq 500 paired end sequencing; GSM5848681: RD cell line with LARRY barcodes after washing out Differentiation medium at third time point; Homo sapiens; RNA-Seq,ILLUMINA,NextSeq 500,SRP357388,Stem cell and developmental hierarchies in rhabdomyosarcoma,"Rhabdomyosarcoma (RMS) is the most common soft-tissue sarcoma of childhood and is comprised of two major molecular subtypes. Despite sharing features with skeletal muscle, the conservation of underlying cellular hierarchy with human muscle development and the identification of molecularly-defined tumor-propagating cells have not been reported. Using single-cell RNA sequencing of patient-derived RMS, DNA-barcode cell fate mapping, and antibody enrichment and functional stem cell assays using in vitro culture and mouse xenografts, we have uncovered tumor cell hierarchies in Fusion-negative (FN-) RMS that are shared with normal human muscle development.  We also identified common developmental stages at which tumor cells become arrested.  FN-RMS resemble early muscle found in embryonic and larval development, while fusion-positive (FP-)RMS express a highly specific developmental gene program found in muscle cells transiting from embryonic to fetal development at 7-7.75 weeks of age.  FP-RMS also have neural-pathway enriched cell states, suggesting less-rigid adherence to muscle development hierarchies in this disease.  Finally, we identify a molecularly-defined tumor-propagating cell in FN-RMS that shares remarkable similarity to the newly described bi-potent, muscle mesenchyme stem/progenitor cell that makes both muscle and osteogenic cells. Overall design: Single cell RNA-seq profiling and lineage tracing of Rhabdomyosarcoma PDX, cell line and primary patient samples",SRS11818038,RD cell line with LARRY barcodes after washing out Differentiation medium at third time point,Homo sapiens,Rhabdomyosarcoma,,2022-02-06,2022-02-06,NextSeq 500 paired end sequencing; GSM5848681: RD cell line with LARRY barcodes after washing out Differentiation medium at third time point; Homo sapiens; RNA-Seq,"[{'url': 'ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR178/045/SRR17818945/SRR17818945.fastq.gz', 'md5': 'ce04ed2b32ce0ead1395a10ef8a00cdf', 'size': '1830816188'}]",RD cell line,Wild type,,,,,,,,
SRR17818954,SRX13980713,NextSeq 500 paired end sequencing; GSM5848680: RD cell line with LARRY barcodes with Differentiation medium at second time point; Homo sapiens; RNA-Seq,ILLUMINA,NextSeq 500,SRP357388,Stem cell and developmental hierarchies in rhabdomyosarcoma,"Rhabdomyosarcoma (RMS) is the most common soft-tissue sarcoma of childhood and is comprised of two major molecular subtypes. Despite sharing features with skeletal muscle, the conservation of underlying cellular hierarchy with human muscle development and the identification of molecularly-defined tumor-propagating cells have not been reported. Using single-cell RNA sequencing of patient-derived RMS, DNA-barcode cell fate mapping, and antibody enrichment and functional stem cell assays using in vitro culture and mouse xenografts, we have uncovered tumor cell hierarchies in Fusion-negative (FN-) RMS that are shared with normal human muscle development.  We also identified common developmental stages at which tumor cells become arrested.  FN-RMS resemble early muscle found in embryonic and larval development, while fusion-positive (FP-)RMS express a highly specific developmental gene program found in muscle cells transiting from embryonic to fetal development at 7-7.75 weeks of age.  FP-RMS also have neural-pathway enriched cell states, suggesting less-rigid adherence to muscle development hierarchies in this disease.  Finally, we identify a molecularly-defined tumor-propagating cell in FN-RMS that shares remarkable similarity to the newly described bi-potent, muscle mesenchyme stem/progenitor cell that makes both muscle and osteogenic cells. Overall design: Single cell RNA-seq profiling and lineage tracing of Rhabdomyosarcoma PDX, cell line and primary patient samples",SRS11818036,RD cell line with LARRY barcodes with Differentiation medium at second time point,Homo sapiens,Rhabdomyosarcoma,,2022-02-06,2022-02-06,NextSeq 500 paired end sequencing; GSM5848680: RD cell line with LARRY barcodes with Differentiation medium at second time point; Homo sapiens; RNA-Seq,"[{'url': 'ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR178/054/SRR17818954/SRR17818954.fastq.gz', 'md5': '25158b412e8833f512faa736cc8ede63', 'size': '2236224295'}]",RD cell line,Wild type,,,,,,,,
SRR17818955,SRX13980713,NextSeq 500 paired end sequencing; GSM5848680: RD cell line with LARRY barcodes with Differentiation medium at second time point; Homo sapiens; RNA-Seq,ILLUMINA,NextSeq 500,SRP357388,Stem cell and developmental hierarchies in rhabdomyosarcoma,"Rhabdomyosarcoma (RMS) is the most common soft-tissue sarcoma of childhood and is comprised of two major molecular subtypes. Despite sharing features with skeletal muscle, the conservation of underlying cellular hierarchy with human muscle development and the identification of molecularly-defined tumor-propagating cells have not been reported. Using single-cell RNA sequencing of patient-derived RMS, DNA-barcode cell fate mapping, and antibody enrichment and functional stem cell assays using in vitro culture and mouse xenografts, we have uncovered tumor cell hierarchies in Fusion-negative (FN-) RMS that are shared with normal human muscle development.  We also identified common developmental stages at which tumor cells become arrested.  FN-RMS resemble early muscle found in embryonic and larval development, while fusion-positive (FP-)RMS express a highly specific developmental gene program found in muscle cells transiting from embryonic to fetal development at 7-7.75 weeks of age.  FP-RMS also have neural-pathway enriched cell states, suggesting less-rigid adherence to muscle development hierarchies in this disease.  Finally, we identify a molecularly-defined tumor-propagating cell in FN-RMS that shares remarkable similarity to the newly described bi-potent, muscle mesenchyme stem/progenitor cell that makes both muscle and osteogenic cells. Overall design: Single cell RNA-seq profiling and lineage tracing of Rhabdomyosarcoma PDX, cell line and primary patient samples",SRS11818036,RD cell line with LARRY barcodes with Differentiation medium at second time point,Homo sapiens,Rhabdomyosarcoma,,2022-02-06,2022-02-06,NextSeq 500 paired end sequencing; GSM5848680: RD cell line with LARRY barcodes with Differentiation medium at second time point; Homo sapiens; RNA-Seq,"[{'url': 'ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR178/055/SRR17818955/SRR17818955.fastq.gz', 'md5': '4bb4b4a019e433c0d1426e0513dcca52', 'size': '2263388708'}]",RD cell line,Wild type,,,,,,,,
SRR17818956,SRX13980713,NextSeq 500 paired end sequencing; GSM5848680: RD cell line with LARRY barcodes with Differentiation medium at second time point; Homo sapiens; RNA-Seq,ILLUMINA,NextSeq 500,SRP357388,Stem cell and developmental hierarchies in rhabdomyosarcoma,"Rhabdomyosarcoma (RMS) is the most common soft-tissue sarcoma of childhood and is comprised of two major molecular subtypes. Despite sharing features with skeletal muscle, the conservation of underlying cellular hierarchy with human muscle development and the identification of molecularly-defined tumor-propagating cells have not been reported. Using single-cell RNA sequencing of patient-derived RMS, DNA-barcode cell fate mapping, and antibody enrichment and functional stem cell assays using in vitro culture and mouse xenografts, we have uncovered tumor cell hierarchies in Fusion-negative (FN-) RMS that are shared with normal human muscle development.  We also identified common developmental stages at which tumor cells become arrested.  FN-RMS resemble early muscle found in embryonic and larval development, while fusion-positive (FP-)RMS express a highly specific developmental gene program found in muscle cells transiting from embryonic to fetal development at 7-7.75 weeks of age.  FP-RMS also have neural-pathway enriched cell states, suggesting less-rigid adherence to muscle development hierarchies in this disease.  Finally, we identify a molecularly-defined tumor-propagating cell in FN-RMS that shares remarkable similarity to the newly described bi-potent, muscle mesenchyme stem/progenitor cell that makes both muscle and osteogenic cells. Overall design: Single cell RNA-seq profiling and lineage tracing of Rhabdomyosarcoma PDX, cell line and primary patient samples",SRS11818036,RD cell line with LARRY barcodes with Differentiation medium at second time point,Homo sapiens,Rhabdomyosarcoma,,2022-02-06,2022-02-06,NextSeq 500 sequencing; GSM5848680: RD cell line with LARRY barcodes with Differentiation medium at second time point; Homo sapiens; RNA-Seq,"[{'url': 'ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR178/056/SRR17818956/SRR17818956.fastq.gz', 'md5': '313915566949d53d2f28e65bd386257a', 'size': '2268458770'}]",RD cell line,Wild type,,,,,,,,
SRR17818957,SRX13980713,NextSeq 500 paired end sequencing; GSM5848680: RD cell line with LARRY barcodes with Differentiation medium at second time point; Homo sapiens; RNA-Seq,ILLUMINA,NextSeq 500,SRP357388,Stem cell and developmental hierarchies in rhabdomyosarcoma,"Rhabdomyosarcoma (RMS) is the most common soft-tissue sarcoma of childhood and is comprised of two major molecular subtypes. Despite sharing features with skeletal muscle, the conservation of underlying cellular hierarchy with human muscle development and the identification of molecularly-defined tumor-propagating cells have not been reported. Using single-cell RNA sequencing of patient-derived RMS, DNA-barcode cell fate mapping, and antibody enrichment and functional stem cell assays using in vitro culture and mouse xenografts, we have uncovered tumor cell hierarchies in Fusion-negative (FN-) RMS that are shared with normal human muscle development.  We also identified common developmental stages at which tumor cells become arrested.  FN-RMS resemble early muscle found in embryonic and larval development, while fusion-positive (FP-)RMS express a highly specific developmental gene program found in muscle cells transiting from embryonic to fetal development at 7-7.75 weeks of age.  FP-RMS also have neural-pathway enriched cell states, suggesting less-rigid adherence to muscle development hierarchies in this disease.  Finally, we identify a molecularly-defined tumor-propagating cell in FN-RMS that shares remarkable similarity to the newly described bi-potent, muscle mesenchyme stem/progenitor cell that makes both muscle and osteogenic cells. Overall design: Single cell RNA-seq profiling and lineage tracing of Rhabdomyosarcoma PDX, cell line and primary patient samples",SRS11818036,RD cell line with LARRY barcodes with Differentiation medium at second time point,Homo sapiens,Rhabdomyosarcoma,,2022-02-06,2022-02-06,NextSeq 500 paired end sequencing; GSM5848680: RD cell line with LARRY barcodes with Differentiation medium at second time point; Homo sapiens; RNA-Seq,"[{'url': 'ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR178/057/SRR17818957/SRR17818957.fastq.gz', 'md5': 'e835070df2afd0bf019b7539a197c329', 'size': '2286830846'}]",RD cell line,Wild type,,,,,,,,
SRR17818958,SRX13980712,NextSeq 500 paired end sequencing; GSM5848679: RD cell line with LARRY barcodes with Regular medium at second time point; Homo sapiens; RNA-Seq,ILLUMINA,NextSeq 500,SRP357388,Stem cell and developmental hierarchies in rhabdomyosarcoma,"Rhabdomyosarcoma (RMS) is the most common soft-tissue sarcoma of childhood and is comprised of two major molecular subtypes. Despite sharing features with skeletal muscle, the conservation of underlying cellular hierarchy with human muscle development and the identification of molecularly-defined tumor-propagating cells have not been reported. Using single-cell RNA sequencing of patient-derived RMS, DNA-barcode cell fate mapping, and antibody enrichment and functional stem cell assays using in vitro culture and mouse xenografts, we have uncovered tumor cell hierarchies in Fusion-negative (FN-) RMS that are shared with normal human muscle development.  We also identified common developmental stages at which tumor cells become arrested.  FN-RMS resemble early muscle found in embryonic and larval development, while fusion-positive (FP-)RMS express a highly specific developmental gene program found in muscle cells transiting from embryonic to fetal development at 7-7.75 weeks of age.  FP-RMS also have neural-pathway enriched cell states, suggesting less-rigid adherence to muscle development hierarchies in this disease.  Finally, we identify a molecularly-defined tumor-propagating cell in FN-RMS that shares remarkable similarity to the newly described bi-potent, muscle mesenchyme stem/progenitor cell that makes both muscle and osteogenic cells. Overall design: Single cell RNA-seq profiling and lineage tracing of Rhabdomyosarcoma PDX, cell line and primary patient samples",SRS11818035,RD cell line with LARRY barcodes with Regular medium at second time point,Homo sapiens,Rhabdomyosarcoma,,2022-02-06,2022-02-06,NextSeq 500 paired end sequencing; GSM5848679: RD cell line with LARRY barcodes with Regular medium at second time point; Homo sapiens; RNA-Seq,"[{'url': 'ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR178/058/SRR17818958/SRR17818958.fastq.gz', 'md5': 'c4bcb2710ab0e08190d17edbe79a28b5', 'size': '2151521366'}]",RD cell line,Wild type,,,,,,,,
SRR17818959,SRX13980712,NextSeq 500 paired end sequencing; GSM5848679: RD cell line with LARRY barcodes with Regular medium at second time point; Homo sapiens; RNA-Seq,ILLUMINA,NextSeq 500,SRP357388,Stem cell and developmental hierarchies in rhabdomyosarcoma,"Rhabdomyosarcoma (RMS) is the most common soft-tissue sarcoma of childhood and is comprised of two major molecular subtypes. Despite sharing features with skeletal muscle, the conservation of underlying cellular hierarchy with human muscle development and the identification of molecularly-defined tumor-propagating cells have not been reported. Using single-cell RNA sequencing of patient-derived RMS, DNA-barcode cell fate mapping, and antibody enrichment and functional stem cell assays using in vitro culture and mouse xenografts, we have uncovered tumor cell hierarchies in Fusion-negative (FN-) RMS that are shared with normal human muscle development.  We also identified common developmental stages at which tumor cells become arrested.  FN-RMS resemble early muscle found in embryonic and larval development, while fusion-positive (FP-)RMS express a highly specific developmental gene program found in muscle cells transiting from embryonic to fetal development at 7-7.75 weeks of age.  FP-RMS also have neural-pathway enriched cell states, suggesting less-rigid adherence to muscle development hierarchies in this disease.  Finally, we identify a molecularly-defined tumor-propagating cell in FN-RMS that shares remarkable similarity to the newly described bi-potent, muscle mesenchyme stem/progenitor cell that makes both muscle and osteogenic cells. Overall design: Single cell RNA-seq profiling and lineage tracing of Rhabdomyosarcoma PDX, cell line and primary patient samples",SRS11818035,RD cell line with LARRY barcodes with Regular medium at second time point,Homo sapiens,Rhabdomyosarcoma,,2022-02-06,2022-02-06,NextSeq 500 sequencing; GSM5848679: RD cell line with LARRY barcodes with Regular medium at second time point; Homo sapiens; RNA-Seq,"[{'url': 'ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR178/059/SRR17818959/SRR17818959.fastq.gz', 'md5': 'f501ce0fc93abffa5dcdbc434278de68', 'size': '2163967531'}]",RD cell line,Wild type,,,,,,,,
SRR17818960,SRX13980712,NextSeq 500 paired end sequencing; GSM5848679: RD cell line with LARRY barcodes with Regular medium at second time point; Homo sapiens; RNA-Seq,ILLUMINA,NextSeq 500,SRP357388,Stem cell and developmental hierarchies in rhabdomyosarcoma,"Rhabdomyosarcoma (RMS) is the most common soft-tissue sarcoma of childhood and is comprised of two major molecular subtypes. Despite sharing features with skeletal muscle, the conservation of underlying cellular hierarchy with human muscle development and the identification of molecularly-defined tumor-propagating cells have not been reported. Using single-cell RNA sequencing of patient-derived RMS, DNA-barcode cell fate mapping, and antibody enrichment and functional stem cell assays using in vitro culture and mouse xenografts, we have uncovered tumor cell hierarchies in Fusion-negative (FN-) RMS that are shared with normal human muscle development.  We also identified common developmental stages at which tumor cells become arrested.  FN-RMS resemble early muscle found in embryonic and larval development, while fusion-positive (FP-)RMS express a highly specific developmental gene program found in muscle cells transiting from embryonic to fetal development at 7-7.75 weeks of age.  FP-RMS also have neural-pathway enriched cell states, suggesting less-rigid adherence to muscle development hierarchies in this disease.  Finally, we identify a molecularly-defined tumor-propagating cell in FN-RMS that shares remarkable similarity to the newly described bi-potent, muscle mesenchyme stem/progenitor cell that makes both muscle and osteogenic cells. Overall design: Single cell RNA-seq profiling and lineage tracing of Rhabdomyosarcoma PDX, cell line and primary patient samples",SRS11818035,RD cell line with LARRY barcodes with Regular medium at second time point,Homo sapiens,Rhabdomyosarcoma,,2022-02-06,2022-02-06,NextSeq 500 paired end sequencing; GSM5848679: RD cell line with LARRY barcodes with Regular medium at second time point; Homo sapiens; RNA-Seq,"[{'url': 'ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR178/060/SRR17818960/SRR17818960.fastq.gz', 'md5': '5a3d45192e386a4366eb6be4fd79b233', 'size': '2192886584'}]",RD cell line,Wild type,,,,,,,,
SRR17818961,SRX13980712,NextSeq 500 paired end sequencing; GSM5848679: RD cell line with LARRY barcodes with Regular medium at second time point; Homo sapiens; RNA-Seq,ILLUMINA,NextSeq 500,SRP357388,Stem cell and developmental hierarchies in rhabdomyosarcoma,"Rhabdomyosarcoma (RMS) is the most common soft-tissue sarcoma of childhood and is comprised of two major molecular subtypes. Despite sharing features with skeletal muscle, the conservation of underlying cellular hierarchy with human muscle development and the identification of molecularly-defined tumor-propagating cells have not been reported. Using single-cell RNA sequencing of patient-derived RMS, DNA-barcode cell fate mapping, and antibody enrichment and functional stem cell assays using in vitro culture and mouse xenografts, we have uncovered tumor cell hierarchies in Fusion-negative (FN-) RMS that are shared with normal human muscle development.  We also identified common developmental stages at which tumor cells become arrested.  FN-RMS resemble early muscle found in embryonic and larval development, while fusion-positive (FP-)RMS express a highly specific developmental gene program found in muscle cells transiting from embryonic to fetal development at 7-7.75 weeks of age.  FP-RMS also have neural-pathway enriched cell states, suggesting less-rigid adherence to muscle development hierarchies in this disease.  Finally, we identify a molecularly-defined tumor-propagating cell in FN-RMS that shares remarkable similarity to the newly described bi-potent, muscle mesenchyme stem/progenitor cell that makes both muscle and osteogenic cells. Overall design: Single cell RNA-seq profiling and lineage tracing of Rhabdomyosarcoma PDX, cell line and primary patient samples",SRS11818035,RD cell line with LARRY barcodes with Regular medium at second time point,Homo sapiens,Rhabdomyosarcoma,,2022-02-06,2022-02-06,NextSeq 500 paired end sequencing; GSM5848679: RD cell line with LARRY barcodes with Regular medium at second time point; Homo sapiens; RNA-Seq,"[{'url': 'ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR178/061/SRR17818961/SRR17818961.fastq.gz', 'md5': '7419fae90b701615574016ac494483dc', 'size': '2183900191'}]",RD cell line,Wild type,,,,,,,,
SRR17818962,SRX13980711,NextSeq 500 paired end sequencing; GSM5848678: RD cell line with LARRY barcodes with Regular medium at first time point; Homo sapiens; RNA-Seq,ILLUMINA,NextSeq 500,SRP357388,Stem cell and developmental hierarchies in rhabdomyosarcoma,"Rhabdomyosarcoma (RMS) is the most common soft-tissue sarcoma of childhood and is comprised of two major molecular subtypes. Despite sharing features with skeletal muscle, the conservation of underlying cellular hierarchy with human muscle development and the identification of molecularly-defined tumor-propagating cells have not been reported. Using single-cell RNA sequencing of patient-derived RMS, DNA-barcode cell fate mapping, and antibody enrichment and functional stem cell assays using in vitro culture and mouse xenografts, we have uncovered tumor cell hierarchies in Fusion-negative (FN-) RMS that are shared with normal human muscle development.  We also identified common developmental stages at which tumor cells become arrested.  FN-RMS resemble early muscle found in embryonic and larval development, while fusion-positive (FP-)RMS express a highly specific developmental gene program found in muscle cells transiting from embryonic to fetal development at 7-7.75 weeks of age.  FP-RMS also have neural-pathway enriched cell states, suggesting less-rigid adherence to muscle development hierarchies in this disease.  Finally, we identify a molecularly-defined tumor-propagating cell in FN-RMS that shares remarkable similarity to the newly described bi-potent, muscle mesenchyme stem/progenitor cell that makes both muscle and osteogenic cells. Overall design: Single cell RNA-seq profiling and lineage tracing of Rhabdomyosarcoma PDX, cell line and primary patient samples",SRS11818034,RD cell line with LARRY barcodes with Regular medium at first time point,Homo sapiens,Rhabdomyosarcoma,,2022-02-06,2022-02-06,NextSeq 500 sequencing; GSM5848678: RD cell line with LARRY barcodes with Regular medium at first time point; Homo sapiens; RNA-Seq,"[{'url': 'ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR178/062/SRR17818962/SRR17818962.fastq.gz', 'md5': 'a4b4d68b8719bbadd68d27e2357fba54', 'size': '2022607976'}]",RD cell line,Wild type,,,,,,,,
SRR17818963,SRX13980711,NextSeq 500 paired end sequencing; GSM5848678: RD cell line with LARRY barcodes with Regular medium at first time point; Homo sapiens; RNA-Seq,ILLUMINA,NextSeq 500,SRP357388,Stem cell and developmental hierarchies in rhabdomyosarcoma,"Rhabdomyosarcoma (RMS) is the most common soft-tissue sarcoma of childhood and is comprised of two major molecular subtypes. Despite sharing features with skeletal muscle, the conservation of underlying cellular hierarchy with human muscle development and the identification of molecularly-defined tumor-propagating cells have not been reported. Using single-cell RNA sequencing of patient-derived RMS, DNA-barcode cell fate mapping, and antibody enrichment and functional stem cell assays using in vitro culture and mouse xenografts, we have uncovered tumor cell hierarchies in Fusion-negative (FN-) RMS that are shared with normal human muscle development.  We also identified common developmental stages at which tumor cells become arrested.  FN-RMS resemble early muscle found in embryonic and larval development, while fusion-positive (FP-)RMS express a highly specific developmental gene program found in muscle cells transiting from embryonic to fetal development at 7-7.75 weeks of age.  FP-RMS also have neural-pathway enriched cell states, suggesting less-rigid adherence to muscle development hierarchies in this disease.  Finally, we identify a molecularly-defined tumor-propagating cell in FN-RMS that shares remarkable similarity to the newly described bi-potent, muscle mesenchyme stem/progenitor cell that makes both muscle and osteogenic cells. Overall design: Single cell RNA-seq profiling and lineage tracing of Rhabdomyosarcoma PDX, cell line and primary patient samples",SRS11818034,RD cell line with LARRY barcodes with Regular medium at first time point,Homo sapiens,Rhabdomyosarcoma,,2022-02-06,2022-02-06,NextSeq 500 paired end sequencing; GSM5848678: RD cell line with LARRY barcodes with Regular medium at first time point; Homo sapiens; RNA-Seq,"[{'url': 'ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR178/063/SRR17818963/SRR17818963.fastq.gz', 'md5': '7ab2011888ff077593e66c5bc601f9d6', 'size': '2036530338'}]",RD cell line,Wild type,,,,,,,,
SRR17818964,SRX13980711,NextSeq 500 paired end sequencing; GSM5848678: RD cell line with LARRY barcodes with Regular medium at first time point; Homo sapiens; RNA-Seq,ILLUMINA,NextSeq 500,SRP357388,Stem cell and developmental hierarchies in rhabdomyosarcoma,"Rhabdomyosarcoma (RMS) is the most common soft-tissue sarcoma of childhood and is comprised of two major molecular subtypes. Despite sharing features with skeletal muscle, the conservation of underlying cellular hierarchy with human muscle development and the identification of molecularly-defined tumor-propagating cells have not been reported. Using single-cell RNA sequencing of patient-derived RMS, DNA-barcode cell fate mapping, and antibody enrichment and functional stem cell assays using in vitro culture and mouse xenografts, we have uncovered tumor cell hierarchies in Fusion-negative (FN-) RMS that are shared with normal human muscle development.  We also identified common developmental stages at which tumor cells become arrested.  FN-RMS resemble early muscle found in embryonic and larval development, while fusion-positive (FP-)RMS express a highly specific developmental gene program found in muscle cells transiting from embryonic to fetal development at 7-7.75 weeks of age.  FP-RMS also have neural-pathway enriched cell states, suggesting less-rigid adherence to muscle development hierarchies in this disease.  Finally, we identify a molecularly-defined tumor-propagating cell in FN-RMS that shares remarkable similarity to the newly described bi-potent, muscle mesenchyme stem/progenitor cell that makes both muscle and osteogenic cells. Overall design: Single cell RNA-seq profiling and lineage tracing of Rhabdomyosarcoma PDX, cell line and primary patient samples",SRS11818034,RD cell line with LARRY barcodes with Regular medium at first time point,Homo sapiens,Rhabdomyosarcoma,,2022-02-06,2022-02-06,NextSeq 500 paired end sequencing; GSM5848678: RD cell line with LARRY barcodes with Regular medium at first time point; Homo sapiens; RNA-Seq,"[{'url': 'ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR178/064/SRR17818964/SRR17818964.fastq.gz', 'md5': '424a1d45e56ac843206f2771e4b48222', 'size': '2061293023'}]",RD cell line,Wild type,,,,,,,,
